RecordID,AircraftType,AirportName,AltitudeBin,MakeModel,NumberStruck,NumberStruckActual,Effect,FlightDate,Damage,Engines,Operator,OriginState,FlightPhase,ConditionsPrecipitation,RemainsCollected?,RemainsSentToSmithsonian,Remarks,WildlifeSize,ConditionsSky,WildlifeSpecies,PilotWarned,Cost,Altitude,PeopleInjured,IsAircraftLarge?
224385,Airplane,BLUE GRASS ARPT,"(-1, 0]",C-560,2 to 10,8,None,6/21/04 0:00,No damage,2,BUSINESS,Kentucky,Take-off run,None,False,False,1 BIRD HIT WINDHSLD AND WAS STILL THERE. ANOTHER WAS FOUND ON RWY 4 BTWN A2 & A3.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
224035,Airplane,GRANT COUNTY ARPT,"(-1, 0]",B-747-1/200,2 to 10,9,None,6/21/04 0:00,No damage,4,JAPAN AIRLINES,Washington,Landing Roll,None,False,False,"BOXES CHECKED FOR DAMAGE TO BOTH ENGINES, BUT REMARKS SAY, ""CLEAN UP AND INSPECTION ONLY.""",Small,No Cloud,Unknown bird - small,N,0,0,0,No
222893,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",DORNIER 328J,2 to 10,5,None,6/22/04 0:00,No damage,2,ATLANTIC COAST AIRLINES,Kentucky,Landing Roll,None,False,False,,Small,Overcast,Unknown bird - small,Y,0,0,0,No
227087,Airplane,NASHVILLE INTL,"(-1, 0]",B-737-300,2 to 10,4,None,6/22/04 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Landing Roll,None,False,False,NO DMG. IMMEDIATE STRONG SMELL. MX CONFIRMED BIRD IN ENG. NO DMG.,Small,Overcast,Unknown bird - small,Y,0,0,0,Yes
227786,Airplane,JOHN F KENNEDY INTL,"(400, 600]",B-747-1/200,2 to 10,2,None,6/23/04 0:00,No damage,4,ATLAS AIR,New York,Approach,None,False,False,,Medium,Some Cloud,Unknown bird - medium,N,0,600,0,No
223247,Airplane,THEODORE FRANCIS GREEN STATE,"(-1, 0]",A-319,2 to 10,5,None,6/25/04 0:00,No damage,2,NORTHWEST AIRLINES,Rhode Island,Take-off run,None,False,False,HIT BTWN 2-10 SML BIRDS WITH WINDSHLD. NO DMG REPTD. FLT CONTD.,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
222864,Airplane,SALT LAKE CITY INTL,"(200, 400]",CL-RJ100/200,2 to 10,3,None,6/25/04 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,None,False,False,HIT 2 SML BLACK BIRD ON 1/4 MILE FINAL. NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,300,0,No
225267,Airplane,SACRAMENTO INTL,"(50, 100]",DC-10-10,2 to 10,10,None,6/26/04 0:00,No damage,3,FEDEX EXPRESS,California,Approach,None,False,False,NO APPARENT DMG. MX FOUND EVIDENCE ON FUSELAGE JUST ABOVE F/O'S WINDSCREEN. STRIKE ON SHORT FINAL. <100' AGL.,Small,No Cloud,Barn swallow,Y,0,90,0,Yes
228444,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",LEARJET-45,2 to 10,6,None,6/29/04 0:00,No damage,2,BUSINESS,Alabama,Landing Roll,None,False,False,NO DMG NOTED. CONSIDERABLE BLOOD & FEATHERS ON RADOME AND L FLAP. SOME FEATHER REMAINS IN #1 ENG.,Small,Overcast,Mourning dove,N,0,0,0,No
227862,Airplane,MONETT MUNICIPAL ARPT,"(-1, 0]",CITATIONJET,2 to 10,8,Other,6/30/04 0:00,No damage,2,BUSINESS,Missouri,Landing Roll,None,False,False,NO DMG. (EFFECT ON FLT CHECKED AS OTHER BUT NO DETAILS GIVEN),Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
221629,Airplane,HONOLULU INTL ARPT,"(200, 400]",A-340,2 to 10,8,None,7/1/04 0:00,No damage,4,CHINA AIRLINES,Hawaii,Approach,None,False,False,HIT TOP L FUSELAGE. NO DMG.,Small,Overcast,Unknown bird - small,N,0,300,0,No
227816,Airplane,ATLANTIC CITY INTL,"(-1, 0]",MD-83,2 to 10,9,None,7/7/04 0:00,No damage,2,SPIRIT AIRLINES,New Jersey,Take-off run,None,True,False,2 GULLS FOUND ON RWY.,Small,No Cloud,Laughing gull,Y,0,0,0,No
224739,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",PA-31T CHEYENNE,2 to 10,2,None,7/8/04 0:00,No damage,2,BUSINESS,Florida,Landing Roll,None,False,False,ATIS WARNING,Small,Some Cloud,Rock pigeon,Y,0,0,0,No
228504,Airplane,WATERBURY-OXFORD ARPT,"(100, 200]",DA-900,2 to 10,10,None,7/8/04 0:00,No damage,3,BUSINESS,Connecticut,Climb,Fog,False,False,NO DMG. POSSIBLE STARLINGS.,Small,Overcast,European starling,N,0,200,0,No
223308,Airplane,PHILADELPHIA INTL,"(0, 10]",B-737-300,2 to 10,8,None,7/11/04 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,None,False,False,BIRDS ON ATIS. MULTIPLE STRIKES AND SEVERAL BIRDS INGESTED IN BOTH ENGS DURING LDG FLARE. A/C TAKEN TO MX HANGER FOR INSPN. NO DMG.,Small,Some Cloud,European starling,Y,0,10,0,Yes
221421,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-82,2 to 10,6,None,7/11/04 0:00,Caused damage,2,AMERICAN AIRLINES,Texas,Take-off run,None,False,False,4 PIGEONS REMOVED FROM RWY 17R BTWN 8 &B7 DTG MARKERS. A/C CONTD TO DEST. AT WHICH POINT IT WAS REMOVED FROM SERVICE BECAUSE OF DMG TO LEFT PITOT TUBE SYSTEM.,Small,Some Cloud,Rock pigeon,Y,0,0,0,No
220242,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",B-737-300,2 to 10,6,None,7/12/04 0:00,No damage,2,SOUTHWEST AIRLINES,Michigan,Take-off run,None,False,False,HIT MULTIPLE BIRDS DURING T/O. INSPN. NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
227213,Airplane,DALLAS/FORT WORTH INTL ARPT,"(0, 10]",MD-80,2 to 10,7,Other,7/13/04 0:00,Caused damage,2,AMERICAN AIRLINES,Texas,Climb,None,False,False,EFFECTED AIRSPEED CAPT'S SIDE,Small,No Cloud,Unknown bird - small,N,0,5,0,No
226539,Airplane,GREATER BINGHAMTON ARPT,"(-1, 0]",DHC8 DASH 8,2 to 10,5,None,7/14/04 0:00,No damage,2,ALLEGHENYAIRLINES,New York,Take-off run,Rain,True,False,"REPTD TO ATC ON DEPTR, ""MULTIPLE BIRD STRIKE, NO DMG TO A/C."" OPS FOUND 3 GULLS ON APCH END OF RWY ABOUT 500' FROM THREHOLD.",Medium,Overcast,Herring gull,Y,0,0,0,No
227866,Airplane,THEODORE FRANCIS GREEN STATE,"(-1, 0]",C-402,2 to 10,2,None,7/15/04 0:00,No damage,2,CAPE AIR,Rhode Island,Landing Roll,None,False,False,"NO DMG. REPORTS DIFFER ON PART STRUCK. 1 SHOWS TAIL, THE OTHER, WING.",Small,Some Cloud,Unknown bird - small,N,0,0,0,No
225809,Airplane,SEATTLE-TACOMA INTL,"(0, 10]",B-737-300,2 to 10,3,None,7/15/04 0:00,No damage,2,SOUTHWEST AIRLINES,Washington,Climb,None,True,False,BIRDS WERE REPTD TO BE ON THE GROUND BTWN RWYS BEFORE T/O. THEY BECAME AIRBORNE SHORTLY BEFORE ROTATION.,Small,Some Cloud,European starling,Y,0,10,0,Yes
224398,Airplane,AKRON-CANTON MUNICIPAL,"(-1, 0]",DORNIER 328,2 to 10,10,None,7/17/04 0:00,No damage,2,PSA AIRLINES,Ohio,Landing Roll,None,False,False,CHICKADEE OR SPARROW. NO DMG.,Small,Overcast,Unknown bird - small,N,0,0,0,No
225474,Airplane,PHILADELPHIA INTL,"(400, 600]",MD-82,2 to 10,6,None,7/17/04 0:00,No damage,2,AMERICAN AIRLINES,Pennsylvania,Approach,None,True,False,"FLOCK OF SML BROWN BIRDS CROSSED FLT PATH. TOO SML TO ID. LEFT A 3"" RESIDUE ON LE OF WING. NO DMG.",Small,Some Cloud,Brown-headed cowbird,N,0,500,0,No
228856,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,4,None,7/18/04 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Landing Roll,None,True,False,ATIS WARNING. ARFF RECOVERED CARCASSES.,Small,Some Cloud,Eastern meadowlark,Y,0,0,0,No
226450,Airplane,READING REGIONAL,"(-1, 0]",MERLIN IV,2 to 10,4,None,7/19/04 0:00,No damage,2,BUSINESS,Pennsylvania,Take-off run,None,False,False,2 SML BIRDS. HAZE. PILOT REPTD VIA PHONE. TWR WAS BEING WORKED FROM A TEMP MOBILE TWR AND NO BIRDS WERE SEEN PRIOR TO T/O CLEARANCE.,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
232471,Airplane,LEHIGH VALLEY INTL,"(-1, 0]",CL-RJ100/200,2 to 10,5,None,7/22/04 0:00,No damage,2,COMAIR AIRLINES,Pennsylvania,Landing Roll,None,False,False,BIRD HIT INBD LE OF RT SLAT. NO DMG. JUST A SMEAR. REPTD TO MX.,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
233167,Airplane,BALTIMORE WASH INTL,"(-1, 0]",DC-9-30,2 to 10,2,None,7/22/04 0:00,No damage,2,ABX AIR,Maryland,Landing Roll,None,False,False,,Small,Overcast,Unknown bird - small,Y,0,0,0,No
225155,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,"(400, 600]",SAAB-340,2 to 10,5,None,7/23/04 0:00,No damage,2,CHICAGO EXPRESS,Wisconsin,Approach,None,False,False,BIRDS WERE HEARD HITTING THE AIRCRAFT. PARTS NOT REPTD.,Small,Some Cloud,Unknown bird - small,N,0,600,0,No
224522,Airplane,SACRAMENTO INTL,"(-1, 0]",A-319,2 to 10,7,None,7/24/04 0:00,No damage,2,UNITED AIRLINES,California,Take-off run,None,True,False,SWALLOWS HIT AT ROTATION. NO DMG FOUND ON INSPN.,Small,No Cloud,Barn swallow,Y,0,0,0,No
227099,Airplane,SPOKANE INTERNATIONAL,"(-1, 0]",B-737-900,2 to 10,5,None,7/25/04 0:00,No damage,2,ALASKA AIRLINES,Washington,Take-off run,None,False,False,"HIT 2. HIT RT SIDE OF A/C. UNKN IF ANY DMG. REPTD AS MAGPIE, ASSUME AMERICAN.",Small,No Cloud,Black-billed magpie,N,0,0,0,Yes
226286,Airplane,ATLANTIC CITY INTL,"(-1, 0]",MD-83,2 to 10,4,None,7/25/04 0:00,No damage,2,SPIRIT AIRLINES,New Jersey,Landing Roll,Rain,False,False,2 BIRDS HIT. REPTD BY A/C ON LDG. BIRD ADVISORY IN AFD.,Small,Overcast,Mourning dove,Y,0,0,0,No
228445,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",MD-80,2 to 10,8,None,7/26/04 0:00,No damage,2,SPIRIT AIRLINES,Michigan,Landing Roll,None,False,False,"DATE NOT REPTD, ASSUME SAME AS POSTMARK.",Medium,Some Cloud,Unknown bird - medium,N,0,0,0,No
228315,Airplane,COLUMBUS METRO,"(-1, 0]",PA-28,2 to 10,5,Aborted Take-off,7/26/04 0:00,No damage,1,BUSINESS,Georgia,Take-off run,None,True,False,NO DMG.,Small,No Cloud,Mourning dove,Y,0,0,0,No
223873,Airplane,HILO INTL ARPT,"(-1, 0]",B-737-200,2 to 10,2,None,7/29/04 0:00,No damage,2,ALOHA AIRLINES,Hawaii,Landing Roll,None,True,False,4 BIRDS WERE HIT ON LDG AT 7000' MARK. NO DMG. NO DELAYS,Small,No Cloud,Nutmeg mannikin,N,0,0,0,Yes
227475,Airplane,HONOLULU INTL ARPT,"(0, 10]",B-757-200,2 to 10,4,None,7/29/04 0:00,No damage,2,AMERICAN AIRLINES,Hawaii,Approach,None,True,False,PILOT REPTD STRIKE TO TWR. FOUND 2 BIRDS ON N SIDE OF T/D MARKER ON 8L. (A/C REPTD AT B-757 NOT SURE OF MODEL),Small,Some Cloud,White-throated munia,N,0,10,0,Yes
229952,Airplane,GRANT COUNTY ARPT,"(-1, 0]",LOCKHEED P3,2 to 10,10,None,7/30/04 0:00,No damage,4,BUSINESS,Washington,Landing Roll,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
226011,Airplane,KANSAS CITY INTL,"(-1, 0]",B-737-700,2 to 10,10,None,8/1/04 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Landing Roll,None,False,False,1 BARN SWALLOW FOUND,Small,Some Cloud,Barn swallow,N,0,0,0,Yes
225219,Airplane,ROANOKE REGIONAL,"(-1, 0]",ATR-72,2 to 10,2,None,8/1/04 0:00,No damage,2,ATLANTIC SOUTHEAST,Virginia,Take-off run,None,False,False,,Small,Some Cloud,European starling,N,0,0,0,No
225926,Airplane,NANTUCKET MEMORIAL,"(-1, 0]",C-402,2 to 10,4,None,8/2/04 0:00,No damage,2,ISLAND AIRLINES,Massachusetts,Take-off run,Fog,False,False,NO DMG REPTD. FLT CONTD.,Small,Overcast,Unknown bird - small,N,0,0,0,No
229400,Airplane,SACRAMENTO INTL,"(100, 200]",MD-82,2 to 10,5,None,8/3/04 0:00,No damage,2,AMERICAN AIRLINES,California,Approach,None,False,False,NO DMG. 2 SPARROW-SIZED BIRDS,Small,No Cloud,Unknown bird - small,Y,0,200,0,No
233109,Airplane,SACRAMENTO INTL,"(-1, 0]",B-737-300,2 to 10,10,None,8/3/04 0:00,No damage,2,SOUTHWEST AIRLINES,California,Landing Roll,None,False,False,PROBABLY SWALLOWS (BARN OR CLIFF) ACCORDING TO WS BIOL.,Small,No Cloud,Unknown bird - small,Y,0,0,0,Yes
227110,Airplane,WASHINGTON DULLES INTL ARPT,"(0, 10]",CL-RJ100/200,2 to 10,8,None,8/3/04 0:00,No damage,2,INDEPENDENCE AIR,DC,Approach,None,True,False,IN LDG FLARE OVER RWY 1R. 2 GEESE. NO DMG. RWY CLOSED FOR 5 MINUTES FOR CLEANUP. REPTD TO USDA BY OPS. GEESE HIT L SIDE FUSELAGE AND RT WINGLET.,Large,Some Cloud,Canada goose,Y,0,5,0,No
224038,Airplane,GROTON-NEW LONDON AR,"(0, 10]",LEARJET-60,2 to 10,6,None,8/3/04 0:00,No damage,2,BUSINESS,Connecticut,Climb,None,False,False,PILOTS SAW 2 GULLS FLY INTO PATH OF A/C AND HIT. 2 CARCASSES REMOVED.,Medium,Some Cloud,Herring gull,N,0,5,0,No
231326,Airplane,QUAD CITY ARPT,"(50, 100]",CL-RJ100/200,2 to 10,4,None,8/3/04 0:00,No damage,2,PINNACLE,Illinois,Climb,None,False,False,WARNING ONLY IN FACILITY DIRECTORY. NO DMG REPTD. 2 BIRDS HIT ON NOSE & POSSIBLY ON WING.,Small,No Cloud,Unknown bird - small,Y,0,100,0,No
226430,Airplane,CHICAGO O'HARE INTL ARPT,"(1000, 2000]",EMB-145,2 to 10,5,None,8/3/04 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Illinois,Approach,None,False,False,ATIS WARNING. NO DMG NOTED BY MX.,Small,No Cloud,Unknown bird - small,Y,0,1500,0,No
225020,Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",DA-20 FALCON,2 to 10,9,None,8/4/04 0:00,No damage,2,BUSINESS,Kentucky,Landing Roll,None,False,False,"UNKN DMG. FBO WAS CALLED FOR PILOT INOF, BUT PILOT COULD NOT BE LOCATED. TWR SAID NO DMG WAS REPTD.",Small,Some Cloud,American kestrel,Y,0,0,0,No
227424,Airplane,BALTIMORE WASH INTL,"(-1, 0]",B-737-300,2 to 10,2,None,8/4/04 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Take-off run,None,True,False,ATIS WARNING. 3 JUVENILE STARLINGS RECOVERED FROM OUTER EDGE OF RWY. JUST E OF TWY R1. ID BY WS BIOL.,Small,Some Cloud,European starling,Y,0,0,0,Yes
227179,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",BE-300 KING,2 to 10,7,Precautionary Landing,8/5/04 0:00,No damage,2,BUSINESS,Alabama,Take-off run,None,False,False,"DMG UNKN. A/C = BE 350. REPTD AS DOVE, ASSUME MOURNING.",Small,No Cloud,Mourning dove,N,0,0,0,No
223296,Airplane,SOUTHWEST FLORIDA INTL ARPT,"(-1, 0]",A-320,2 to 10,4,None,8/7/04 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Take-off run,None,True,False,PILOT REPTD POSSIBLE STRIKE. FOUND 2 CARCASSES. PILOT CONTD FLT,Small,Some Cloud,Common nighthawk,Y,0,0,0,No
229207,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(100, 200]",B-737-200,2 to 10,6,None,8/8/04 0:00,No damage,2,CASINO EXPRESS AIRLINES,Alabama,Approach,None,False,False,"NO DMG. REPTD AS DOVE, ASSUME MOURNING.",Small,No Cloud,Mourning dove,N,0,200,0,Yes
228594,Airplane,JAMES M COX DAYTON INTL,"(-1, 0]",MD-88,2 to 10,3,None,8/8/04 0:00,No damage,2,DELTA AIR LINES,Ohio,Landing Roll,None,False,False,,Small,Some Cloud,European starling,N,0,0,0,No
223725,Airplane,GROTON-NEW LONDON AR,"(0, 10]",BE-200 KING,2 to 10,7,None,8/10/04 0:00,No damage,2,BUSINESS,Connecticut,Approach,None,False,False,HAZY SUN. NOTAM WARNING. HIT 2.,Small,No Cloud,Tree swallow,Y,0,2,0,No
227373,Airplane,NEW ORLEANS INTL,"(10, 30]",B-737-300,2 to 10,7,None,8/11/04 0:00,No damage,2,SOUTHWEST AIRLINES,Louisiana,Climb,None,False,False,AT ROTATION I SAW SEVERAL SML BIRDS NEAR RWY. FLT UNEVENTFUL. FOUND 2 STRIKES ON #1 ENG NACELLE. NOT AWARE OF STRIKE. NO ABNORMALITIES NOTED DURING FLT. (DATA ENTRY NOTE: BOX WAS CHECKED TO INDICATE ENG DMG BUT CONTACT WITH AIRLINE SAID NO),Small,Some Cloud,Unknown bird - small,N,0,25,0,Yes
228019,Airplane,LEHIGH VALLEY INTL,"(10, 30]",MD-82,2 to 10,7,None,8/12/04 0:00,No damage,2,SOUTHEAST AIRLINES,Pennsylvania,Approach,Rain,False,False,NOTIFIED TWR OF SEVERAL BIRDSTRIKES AND MADE LOGBOOK ENTRY. MX INSPN. NO DMG.,Small,Overcast,Unknown bird - small,Y,0,20,0,No
230550,Airplane,ROCKY MOUNTAIN METROPOLITAN ARPT,"(-1, 0]",PA-34 SENECA,2 to 10,4,None,8/14/04 0:00,No damage,2,BUSINESS,Colorado,Take-off run,None,False,False,MED SIZE FLOCK OF VERY SML BROWN (SPARROW-LIKE) BIRDS WERE ON THE GROUND IN GRASSY AREA ALONG RWY. OUT OF SIGHT UNTIL STARTLED BY A/C NOISE. THEY FLEW DIRECTLY ACROSS RWY AS A/C PASSED. ALT FIRST REPTD AS 5800 FT.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
230415,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,2 to 10,6,None,8/14/04 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,None,False,False,,Medium,No Cloud,Unknown bird - medium,Y,0,0,0,No
228631,Airplane,HARRISBURG INTL,"(200, 400]",CL-RJ700,2 to 10,2,None,8/15/04 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Pennsylvania,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,400,0,No
227157,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,9,None,8/15/04 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Landing Roll,None,True,False,"PILOT REPTD BIRDS AS 2  ""BOB WHITE"", WS BIOL AT ARPT THINKS THIS IS NOT CORRECT THAT THEY WERE MORE LIKELY MOURNING DOVES. SINCE NO CARCASSES WERE RECOVERED, UNKN BIRD WAS ENTERED.",Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
223709,Airplane,LONG ISLAND MAC ARTHUR,"(100, 200]",EMB-135,2 to 10,5,None,8/15/04 0:00,No damage,2,AMERICAN EAGLE AIRLINES,New York,Approach,Rain,False,False,NO CARCASS FOUND,Small,Overcast,Unknown bird - small,N,0,200,0,No
223704,Airplane,SALT LAKE CITY INTL,"(100, 200]",C-402,2 to 10,4,None,8/16/04 0:00,No damage,2,BUSINESS,Utah,Approach,None,False,False,NO REMAINS FOUND. NO DMG.,Medium,Some Cloud,Unknown bird - medium,Y,0,200,0,No
223871,Airplane,WESTCHESTER COUNTY ARPT,"(30, 50]",CL-RJ100/200,2 to 10,9,None,8/16/04 0:00,No damage,2,COMAIR AIRLINES,New York,Approach,Rain,True,False,JUVENILE STARLINGS.,Small,Overcast,European starling,Y,0,50,0,No
226312,Airplane,HARRISBURG INTL,"(100, 200]",DHC8 DASH 8,2 to 10,5,None,8/18/04 0:00,No damage,2,ALLEGHENYAIRLINES,Pennsylvania,Climb,None,False,False,"3 DOVES. REPTD AS DOVE, ASSUME MOURNING.",Small,No Cloud,Mourning dove,N,0,200,0,No
226755,Airplane,BUFFALO-NIAGARA INTL,"(-1, 0]",A-320,2 to 10,9,None,8/18/04 0:00,No damage,2,JETBLUE AIRWAYS,New York,Landing Roll,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
231784,Airplane,TRI-CITIES REGIONAL TN/VA ARPT,"(1000, 2000]",CITATIONJET,2 to 10,9,None,8/18/04 0:00,No damage,2,BUSINESS,Tennessee,Approach,None,False,False,PILOT STATED NO APPARENT DMG BUT WOULD HAVE IT LOOKED AT. ALT REPTD AS 1000-2000 FT AGL. ALSO CHECKED POSSIBLE STRIKE TO ENG #1,Small,No Cloud,Unknown bird - small,N,0,1500,0,No
227511,Airplane,LAGUARDIA NY,"(-1, 0]",DHC8 DASH 8,2 to 10,9,None,8/18/04 0:00,No damage,2,PIEDMONT AIRLINES,New York,Taxi,None,True,False,NO DMG. BOTH CARCASSES RECOVERED INTACT.,Medium,Some Cloud,Herring gull,N,0,0,0,No
229620,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,"(-1, 0]",A-320,2 to 10,3,None,8/18/04 0:00,No damage,2,NORTHWEST AIRLINES,Wisconsin,Take-off run,None,True,False,"NO DMG. BIRD REPTD AS SPARROW/SWALLOW HAWK, ASSUME AMERICAN KESTREL.",Small,Some Cloud,American kestrel,N,0,0,0,No
230408,Airplane,QUAD CITY ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,4,None,8/19/04 0:00,No damage,2,COMAIR AIRLINES,Illinois,Landing Roll,None,False,False,,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
230001,Airplane,QUAD CITY ARPT,"(-1, 0]",SAAB-340,2 to 10,10,None,8/19/04 0:00,No damage,2,MESABA AIRLINES,Illinois,Landing Roll,None,False,False,NO DMG.,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
226231,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",B-737-800,2 to 10,5,None,8/19/04 0:00,No damage,2,DELTA AIR LINES,Kentucky,Take-off run,None,False,False,"HIT BIRD ON T/O. 1 ON TOP OF F/O'S WINDSCREEN. NO ABNORMAL INDICTIONS. NOTIFED TWR & MX VIA ACARS AND LOGBOOK. AT DESTINATION, NOTED 1 MORE STRIKE ON LE WING LE JUST OTBD OF #1 ENG. MX CLEANED WINDSCREEN.",Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,Yes
227623,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",DORNIER 328J,2 to 10,5,Precautionary Landing,8/19/04 0:00,No damage,2,ATLANTIC COAST AIRLINES,Kentucky,Take-off run,None,False,False,"ATIS WARNING. LANDED W/O INCIDENT. 7 STRIKES. CONFIRMED HIT ON #2 ENG. LEVELLED OFF AT 8,000 AND SET UP TO RETURN TO CVG. UNEVENTFUL LDG.",Small,Some Cloud,European starling,Y,0,0,0,No
225532,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,7,None,8/19/04 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Landing Roll,None,True,False,"BIRDS IN GRASS BY RWY, NOT SEEN UNTIL T/D.",Small,No Cloud,European starling,Y,0,0,0,No
222832,Airplane,COLUMBIA METRO,"(10, 30]",EMB-110,2 to 10,10,None,8/19/04 0:00,No damage,2,BUSINESS,South Carolina,Approach,None,False,False,"WHITE BIRD. # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,N,0,25,0,No
228481,Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",EMB-145,2 to 10,9,None,8/19/04 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Landing Roll,None,False,False,2 BIRDS HIT. NO DMG. FOUND ON RWY.,Small,Overcast,European starling,Y,0,0,0,No
228215,Airplane,LAGUARDIA NY,"(-1, 0]",EMB-135,2 to 10,5,None,8/20/04 0:00,No damage,2,AMERICAN EAGLE AIRLINES,New York,Landing Roll,None,False,False,"NO DMG. PILOT REPORTED THAT UPON T/D, GEESE ROSE UP IN FRONT OF A/C. NO DMG FOUND ON INSPN.",Large,Some Cloud,Canada goose,N,0,0,0,No
227404,Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,2 to 10,9,None,8/21/04 0:00,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,None,False,False,,Medium,Some Cloud,Unknown bird - medium,Y,"6,013",0,0,No
230389,Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-737-200,2 to 10,9,None,8/23/04 0:00,No damage,2,SOUTHWEST AIRLINES,Kentucky,Take-off run,None,True,False,2 DOVES REMOVED FROM RWY 17R. (ASSUME MOURNING DOVES FROM LOCATION),Small,No Cloud,Mourning dove,N,0,0,0,Yes
229670,Airplane,SAN ANTONIO INTL,"(100, 200]",B-737-700,2 to 10,6,None,8/23/04 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,NO DMG. SEVERAL BLOOD SMUDGED.,Small,No Cloud,Unknown bird - small,N,0,150,0,Yes
230883,Airplane,WILLIAMSPORT,"(-1, 0]",LEARJET-35,2 to 10,4,None,8/23/04 0:00,Caused damage,2,BUSINESS,Pennsylvania,Take-off run,None,False,False,"FLT CONTD TO ABE. BIRDSTRIKES FOUND ON RT SIDE RADOME, L GEAR AND L WING, #1 AND #2 ENGINES. (EXTENT OF DMG NOT REPTD)",Small,No Cloud,Unknown bird - small,N,0,0,0,No
226100,Airplane,BUFFALO-NIAGARA INTL,"(-1, 0]",B-737-700,2 to 10,8,None,8/24/04 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Take-off run,None,False,False,NO DMG PARITALLY OBSTRUCTED VIEW ON L1 WINDSHLD.,Small,No Cloud,Mourning dove,N,0,0,0,Yes
229401,Airplane,ROANOKE REGIONAL,"(0, 10]",PA-28,2 to 10,7,None,8/24/04 0:00,No damage,1,PRIVATELY OWNED,Virginia,Approach,None,False,False,NO DMG,Small,Some Cloud,Unknown bird - small,N,0,5,0,No
229941,Airplane,CHICAGO MIDWAY INTL ARPT,"(-1, 0]",DC-9-30,2 to 10,6,None,8/24/04 0:00,No damage,2,NORTHWEST AIRLINES,Illinois,Landing Roll,None,True,False,2 birds,Small,Overcast,American kestrel,Y,0,0,0,No
